run_id,task_id,family,split,policy,seed,status,success,hidden_passed,hidden_total,accounted_cost_usd,measured_inference_cost_usd,unconfirmed_reserve_usd,tokens,latency_s,tool_calls,attempts,decisions,provider_retries,escalations,regressions,unnecessary_edits_proxy,verification_calls,verification_elapsed_s,caught_supplemental_failures,success_after_supplemental_failure,supplemental_grader_disagreement,supplemental_grader_disagreement_direction,learned_decisions,fallback_decisions,stop_decisions,stop_fallback_decisions,stop_constraint_decisions,verify_decisions,non_stop_non_verify_decisions,non_stop_non_verify_learned_decisions,non_stop_non_verify_fallback_decisions,non_stop_non_verify_provider_retry_decisions,non_stop_non_verify_other_decisions
6b7be0d669d643e68f13bd57356c7a25,tabular_join-repair-2,tabular_join,test,adaptive,17,completed,1,4,4,0.000128,0.000128,0.0,1394,16.295292,4,1,3,0,0,0,1,1,0.40086,0,False,False,,1,0,1,0,1,1,1,1,0,0,0
6cc9b123ed1646618b783e385db2d602,edit_distance-repair-3,edit_distance,test,static_router,17,completed,1,6,6,0.000125,0.000125,0.0,1589,6.389211,4,1,3,0,0,0,1,1,0.452779,0,False,False,,0,0,1,0,1,1,1,0,0,0,1
6ea4cf26a5f54cdf890d302ddec26dbe,expression_engine-repair-3,expression_engine,test,strong_only,17,completed,1,6,6,9.7e-05,9.7e-05,0.0,1235,8.141601,4,1,3,0,0,0,0,1,0.451823,0,False,False,,0,0,1,0,1,1,1,0,0,0,1
6f7ee3ad07664749b1af3801455593a0,binary_protocol-repair-2,binary_protocol,validation,strong_only,17,completed,1,5,5,0.00011,0.00011,0.0,1298,13.583994,4,1,3,0,0,0,1,1,0.402589,0,False,False,,0,0,1,0,1,1,1,0,0,0,1
6fb67ec6fd0644cabbc1ed763fd9e8ae,expression_engine-repair-2,expression_engine,test,cheap_only,17,completed,1,6,6,7.6e-05,7.6e-05,0.0,1198,4.590874,4,1,3,0,0,0,1,1,0.401745,0,False,False,,0,0,1,0,1,1,1,0,0,0,1
726d93386ebd4cf3b07a285bc80f53b8,geospatial-repair-3,geospatial,validation,cheap_only,17,completed,1,5,5,0.000202,0.00020199999999999998,2.710505431213761e-20,3590,11.04515,6,3,5,0,0,0,1,1,0.502922,0,False,False,,0,0,1,0,1,1,3,0,0,0,3
72af45e324854f2eaf0e33757b76252d,interpolation-repair-2,interpolation,test,cheap_only,17,completed,0,4,5,0.000139,0.000139,0.0,1618,7.333387,4,1,3,0,0,0,1,1,0.404386,0,False,True,missed_failure,0,0,1,0,1,1,1,0,0,0,1
742f2bcd28e74f1184a95645b393b095,geospatial-repair-1,geospatial,validation,supervised_cost,17,completed,1,5,5,0.000177,0.00017700000000000002,0.0,2364,15.919706,5,2,4,0,0,0,0,1,0.451865,0,False,False,,1,2,1,1,0,1,2,1,1,0,0
7449a0943e814b6fa475312d762ca8f0,interpolation-repair-2,interpolation,test,static_router,17,completed,0,4,5,0.000107,0.000107,0.0,1370,6.109296,4,1,3,0,0,0,1,1,0.452303,0,False,True,missed_failure,0,0,1,0,1,1,1,0,0,0,1
7470c730bae24febae2194d629fe2c7d,binary_protocol-repair-2,binary_protocol,validation,cheap_only,17,completed,1,5,5,0.000416,0.000416,0.0,3796,21.268558,4,1,3,0,0,0,0,1,0.451812,0,False,False,,0,0,1,0,1,1,1,0,0,0,1
766e856b4ef844a781e2d74d4d2112fd,expression_engine-repair-1,expression_engine,test,supervised_cost,17,completed,1,6,6,0.000129,0.000129,0.0,1423,15.346858,4,1,3,0,0,0,1,1,0.452633,0,False,False,,1,1,1,1,0,1,1,1,0,0,0
773746c4274d412cb17a1e20426435f4,interpolation-repair-3,interpolation,test,supervised_cost,17,completed,1,5,5,0.000107,0.000107,0.0,1221,14.985583,4,1,3,0,0,0,0,1,0.451808,0,False,False,,1,1,1,1,0,1,1,1,0,0,0
7789d642096340528623460bfdd3b070,geospatial-repair-2,geospatial,validation,static_router,17,completed,1,5,5,0.000107,0.000107,0.0,1955,7.920011,5,2,4,0,0,0,0,1,0.607011,0,False,False,,0,0,1,0,1,1,2,0,0,0,2
78a0281cf92c4c0ba7d73d920b9641c8,binary_protocol-repair-1,binary_protocol,validation,static_router,17,completed,1,5,5,0.000224,0.000224,0.0,2319,11.678687,4,1,3,0,0,0,1,1,0.503778,0,False,False,,0,0,1,0,1,1,1,0,0,0,1
78d99d6a72914a1b85c21c0f8736fa3c,apportionment-repair-1,apportionment,test,adaptive,17,completed,1,5,5,0.000117,0.000117,0.0,1351,23.500878,4,1,3,0,0,0,0,1,0.504445,0,False,False,,1,0,1,0,1,1,1,1,0,0,0
79615a8cbd35495ea8bcf85d5a9536d2,external_boltons_math-repair-1,external_boltons_math,external,cheap_only,17,completed,1,6,6,0.000329,0.000329,0.0,4475,31.005617,4,1,3,0,0,0,1,1,0.452973,0,False,False,,0,0,1,0,1,1,1,0,0,0,1
7c303c1ee0f4438aa31f24591b2d5180,binary_protocol-repair-2,binary_protocol,validation,adaptive,17,completed,1,5,5,0.000134,0.000134,0.0,1435,20.626621,4,1,3,0,0,0,1,1,0.501307,0,False,False,,1,0,1,0,1,1,1,1,0,0,0
7c4b7ec5014f4ee7bf043861cab4c432,external_boltons_math-repair-1,external_boltons_math,external,static_router,17,completed,1,6,6,0.000359,0.000359,0.0,4709,14.873563,4,1,3,0,0,0,1,1,0.401591,0,False,False,,0,0,1,0,1,1,1,0,0,0,1
7d262f284c3e4f4e936464f7b999990f,geospatial-repair-3,geospatial,validation,strong_only,17,completed,1,5,5,0.000228,0.00022799999999999999,2.710505431213761e-20,2722,31.396176,5,2,4,0,0,0,1,1,0.501706,0,False,False,,0,0,1,0,1,1,2,0,0,0,2
7eef0e7361a148039e1ffdd23fe84ec9,binary_protocol-repair-2,binary_protocol,validation,supervised_cost,17,completed,1,5,5,0.000123,0.000123,0.0,1373,15.730416,4,1,3,0,0,0,1,1,0.401587,0,False,False,,1,1,1,1,0,1,1,1,0,0,0
80546eef28f94840b2214aa0ca9d8de7,graph_dependencies-repair-1,graph_dependencies,test,escalate_on_failure,17,completed,1,5,5,9.4e-05,9.4e-05,0.0,1356,5.649577,4,1,3,0,0,0,1,1,0.402025,0,False,False,,0,0,1,0,1,1,1,0,0,0,1
82c60ccad46b4e12937df050793eaae2,geospatial-repair-3,geospatial,validation,escalate_on_failure,17,completed,1,5,5,0.000177,0.00017700000000000002,0.0,2556,13.061478,5,2,4,0,1,0,1,1,0.45069,0,False,False,,0,0,1,0,1,1,2,0,0,0,2
847aa30f89d34f33a1bcb2ebe56280c2,tabular_join-repair-3,tabular_join,test,strong_only,17,completed,1,4,4,0.000137,0.000137,0.0,1435,23.314635,4,1,3,0,0,0,1,1,0.400687,0,False,False,,0,0,1,0,1,1,1,0,0,0,1
84a875671dcd444b955aa4f1ca0bbd52,apportionment-repair-3,apportionment,test,adaptive,17,completed,1,5,5,0.000119,0.000119,0.0,1363,18.300014,4,1,3,0,0,0,0,1,0.610563,0,False,False,,1,0,1,0,1,1,1,1,0,0,0
85191dbfa28b4137971ba2ab04971634,tabular_join-repair-3,tabular_join,test,supervised_cost,17,completed,1,4,4,0.000173,0.000173,0.0,2472,15.093262,5,2,4,0,0,0,0,1,0.451896,0,False,False,,2,1,1,1,0,1,2,2,0,0,0
859a8c72549a400f9150a2c212bf0972,interpolation-repair-1,interpolation,test,static_router,17,completed,1,5,5,8.7e-05,8.7e-05,0.0,1210,6.277475,4,1,3,0,0,0,1,1,0.507974,0,False,False,,0,0,1,0,1,1,1,0,0,0,1
87481b01486c47febd57885c4b638e72,tabular_join-repair-1,tabular_join,test,cheap_only,17,completed,1,4,4,9.1e-05,9.1e-05,0.0,1271,5.187545,4,1,3,0,0,0,1,1,0.451872,0,False,False,,0,0,1,0,1,1,1,0,0,0,1
8aff2ac5ac70450092333498f7910cc4,external_boltons_math-repair-2,external_boltons_math,external,supervised_cost,17,completed,1,6,6,0.000151,0.000151,0.0,2976,16.882525,4,1,3,0,0,0,0,1,0.456672,0,False,False,,1,1,1,1,0,1,1,1,0,0,0
8bf9bb185f124fac866471495b20789a,interpolation-repair-1,interpolation,test,adaptive,17,completed,0,4,5,0.001366,0.000146,0.00122,,53.436981,4,2,4,1,0,0,1,1,0.504872,0,False,True,missed_failure,1,0,1,0,1,1,2,1,0,1,0
8c956150dd45456fbc28d3b58846b921,graph_dependencies-repair-1,graph_dependencies,test,static_router,17,completed,1,5,5,8.7e-05,8.7e-05,0.0,1298,5.104655,4,1,3,0,0,0,1,1,0.453105,0,False,False,,0,0,1,0,1,1,1,0,0,0,1
8cfaa6132b0d47058fcf65db25b2d744,tabular_join-repair-1,tabular_join,test,escalate_on_failure,17,completed,1,4,4,9.4e-05,9.4e-05,0.0,1291,5.562905,4,1,3,0,0,0,1,1,0.451088,0,False,False,,0,0,1,0,1,1,1,0,0,0,1
90c9060d12e94ab4b3938b768735c25b,geospatial-repair-1,geospatial,validation,strong_only,17,completed,1,5,5,0.000187,0.000187,0.0,2449,17.42609,5,2,4,0,0,0,0,1,0.401662,0,False,False,,0,0,1,0,1,1,2,0,0,0,2
94c8fd71b5c5447481afc3c588908d2e,interpolation-repair-1,interpolation,test,cheap_only,17,completed,1,5,5,9.5e-05,9.5e-05,0.0,1273,5.718747,4,1,3,0,0,0,1,1,0.503756,0,False,False,,0,0,1,0,1,1,1,0,0,0,1
9540b696bfe84378a16e12d44fe3421f,geospatial-repair-3,geospatial,validation,adaptive,17,completed,1,5,5,0.000124,0.000124,0.0,1936,13.476511,5,2,4,0,0,0,0,1,0.453025,0,False,False,,2,0,1,0,1,1,2,2,0,0,0
960d550c151a4237a86f03fe926ba1ed,apportionment-repair-1,apportionment,test,supervised_cost,17,completed,1,5,5,0.000122,0.000122,0.0,1381,20.127457,4,1,3,0,0,0,0,1,0.504626,0,False,False,,1,1,1,1,0,1,1,1,0,0,0
96b3730d29194f82bba974f6ba858c71,edit_distance-repair-2,edit_distance,test,static_router,17,completed,1,6,6,0.000122,0.000122,0.0,1573,6.655228,4,1,3,0,0,0,1,1,0.402015,0,False,False,,0,0,1,0,1,1,1,0,0,0,1
990970eb175f4211b41126b5944a80d0,expression_engine-repair-2,expression_engine,test,supervised_cost,17,completed,1,6,6,0.000112,0.000112,0.0,1325,10.5612,4,1,3,0,0,0,1,1,0.502765,0,False,False,,1,1,1,1,0,1,1,1,0,0,0
9973321aec9f4a7fab6fbbe97cf75ea3,geospatial-repair-3,geospatial,validation,static_router,17,completed,1,5,5,0.00024,0.00023999999999999998,2.710505431213761e-20,3838,17.91447,6,3,5,0,1,0,1,1,0.452471,0,False,False,,0,0,1,0,1,1,3,0,0,0,3
9b3955724af8425c8b8a4aeb15b09308,apportionment-repair-2,apportionment,test,strong_only,17,completed,1,5,5,0.001379,0.000141,0.001238,,55.159747,4,2,4,1,0,0,1,1,0.553531,0,False,False,,0,0,1,0,1,1,2,0,0,1,1
9e812645b2fa4465885716881b8c452e,tabular_join-repair-3,tabular_join,test,adaptive,17,completed,1,4,4,0.000155,0.000155,0.0,2315,13.318421,5,2,4,0,0,0,0,1,0.502306,0,False,False,,2,0,1,0,1,1,2,2,0,0,0
9f3f6e40734f4bf2b7097981a37828e3,expression_engine-repair-2,expression_engine,test,escalate_on_failure,17,completed,1,6,6,7.7e-05,7.7e-05,0.0,1207,4.437782,4,1,3,0,0,0,1,1,0.451391,0,False,False,,0,0,1,0,1,1,1,0,0,0,1
a0441e118e544a9b89ab500b31549a69,edit_distance-repair-1,edit_distance,test,adaptive,17,completed,1,6,6,0.000177,0.000177,0.0,1730,16.844247,4,1,3,0,0,0,1,1,0.453693,0,False,False,,1,0,1,0,1,1,1,1,0,0,0
a33044396e9a44b5a7aff9fc32128bd0,expression_engine-repair-1,expression_engine,test,strong_only,17,completed,1,6,6,0.000101,0.000101,0.0,1257,12.292105,4,1,3,0,0,0,0,1,0.400835,0,False,False,,0,0,1,0,1,1,1,0,0,0,1
a362d9e03e8e41b5b8b0471d162b2cf0,edit_distance-repair-1,edit_distance,test,supervised_cost,17,completed,1,6,6,0.000151,0.000151,0.0,1578,17.916461,4,1,3,0,0,0,1,1,0.403209,0,False,False,,1,1,1,1,0,1,1,1,0,0,0
a7306c48e18e46369b34011fce6bc5c5,interpolation-repair-3,interpolation,test,cheap_only,17,completed,1,5,5,0.00011,0.00011,0.0,1390,7.833979,4,1,3,0,0,0,1,1,0.401825,0,False,False,,0,0,1,0,1,1,1,0,0,0,1
a76f0e1039c046718adc0f5b2523af9e,graph_dependencies-repair-3,graph_dependencies,test,cheap_only,17,completed,1,5,5,8.5e-05,8.5e-05,0.0,1284,5.027916,4,1,3,0,0,0,1,1,0.508845,0,False,False,,0,0,1,0,1,1,1,0,0,0,1
a88e934ca2dd46d5b21dd122eb2232e5,edit_distance-repair-1,edit_distance,test,static_router,17,completed,1,6,6,0.000216,0.000216,0.0,2299,10.695843,4,1,3,0,0,0,1,1,0.556082,0,False,False,,0,0,1,0,1,1,1,0,0,0,1
a89cfcc673ff4f1391aa0793eb03e96e,interpolation-repair-3,interpolation,test,static_router,17,completed,1,5,5,0.000106,0.000106,0.0,1363,6.931267,4,1,3,0,0,0,1,1,0.401508,0,False,False,,0,0,1,0,1,1,1,0,0,0,1
a96ec4ff4abf478284af37762c6ce161,apportionment-repair-3,apportionment,test,static_router,17,completed,0,4,5,0.000786,0.000786,0.0,8206,51.231137,6,3,6,0,1,0,1,2,1.013237,1,False,True,missed_failure,0,0,1,0,1,2,3,0,0,0,3
aa3d4f717e8047c094300293a53042ea,geospatial-repair-2,geospatial,validation,strong_only,17,completed,1,5,5,9.1e-05,9.1e-05,0.0,1139,15.381979,4,1,3,0,0,0,0,1,0.502518,0,False,False,,0,0,1,0,1,1,1,0,0,0,1
aa948e7218df4c21b9398462c0174820,interpolation-repair-3,interpolation,test,strong_only,17,completed,0,4,5,0.000124,0.000124,0.0,1320,13.684314,4,1,3,0,0,0,0,1,0.452146,0,False,True,missed_failure,0,0,1,0,1,1,1,0,0,0,1
ac37d0a9a9c949f8a88331b9a1d95deb,apportionment-repair-3,apportionment,test,cheap_only,17,completed,0,4,5,0.000631,0.000631,0.0,7308,29.503093,7,3,6,0,0,0,1,2,1.009757,2,False,,,0,0,1,0,1,2,3,0,0,0,3
ac9adc2eb6f84fe896ac8cab2d9dda73,expression_engine-repair-2,expression_engine,test,strong_only,17,completed,1,6,6,0.000144,0.000144,0.0,1514,15.499347,4,1,3,0,0,0,1,1,0.503498,0,False,False,,0,0,1,0,1,1,1,0,0,0,1
ae707ad0d5744f219972d16d7ab817ce,external_boltons_math-repair-2,external_boltons_math,external,escalate_on_failure,17,completed,1,6,6,0.00034,0.00034,0.0,4557,19.965249,4,1,3,0,0,0,1,1,0.402641,0,False,False,,0,0,1,0,1,1,1,0,0,0,1
aed0c36bfd1746a49241a9ef18bc0fd7,graph_dependencies-repair-3,graph_dependencies,test,supervised_cost,17,completed,1,5,5,8.3e-05,8.3e-05,0.0,1177,7.539116,4,1,3,0,0,0,0,1,0.451596,0,False,False,,1,1,1,1,0,1,1,1,0,0,0
afe39ae44e734dd8a74d34b1c7187794,edit_distance-repair-3,edit_distance,test,strong_only,17,completed,1,6,6,0.000121,0.000121,0.0,1393,15.376506,4,1,3,0,0,0,0,1,0.502486,0,False,False,,0,0,1,0,1,1,1,0,0,0,1
b035ac55b11642e4b2557d1807e79f34,binary_protocol-repair-1,binary_protocol,validation,escalate_on_failure,17,completed,1,5,5,0.000139,0.000139,0.0,1669,8.162123,4,1,3,0,0,0,1,1,0.451989,0,False,False,,0,0,1,0,1,1,1,0,0,0,1
b15d1c2b95254c20a4cf718721b9a57c,interpolation-repair-2,interpolation,test,supervised_cost,17,completed,1,5,5,0.000163,0.000163,0.0,2277,18.058126,5,2,4,0,0,0,0,1,0.55648,0,False,False,,1,2,1,1,0,1,2,1,1,0,0
b4daf17588df40a1a683c7143ce23a59,geospatial-repair-1,geospatial,validation,escalate_on_failure,17,completed,1,5,5,0.000156,0.000156,0.0,2427,16.263704,5,2,4,0,1,0,0,1,0.451691,0,False,False,,0,0,1,0,1,1,2,0,0,0,2
b5c06352f13a4953a03c9ebfe21d7bd5,apportionment-repair-2,apportionment,test,escalate_on_failure,17,completed,0,4,5,9.7e-05,9.7e-05,0.0,1362,5.710538,4,1,3,0,0,0,1,1,0.45251,0,False,True,missed_failure,0,0,1,0,1,1,1,0,0,0,1
b6ef2cb9cc124adfb1c291b0e6c67edd,tabular_join-repair-1,tabular_join,test,adaptive,17,completed,1,4,4,0.000139,0.000139,0.0,1438,19.598135,4,1,3,0,0,0,1,1,0.502839,0,False,False,,1,0,1,0,1,1,1,1,0,0,0
b752af89326c40e388b7991e46163dd5,tabular_join-repair-1,tabular_join,test,supervised_cost,17,completed,1,4,4,0.000109,0.000109,0.0,1262,13.268875,4,1,3,0,0,0,0,1,0.450648,0,False,False,,1,1,1,1,0,1,1,1,0,0,0
b97fc0be77dd45d5bd18c07268815bc5,graph_dependencies-repair-2,graph_dependencies,test,static_router,17,completed,1,5,5,8.8e-05,8.8e-05,0.0,1315,6.493246,4,1,3,0,0,0,1,1,0.405212,0,False,False,,0,0,1,0,1,1,1,0,0,0,1
bc7d4535f1934b86b2475f7657afa25a,external_boltons_math-repair-2,external_boltons_math,external,strong_only,17,completed,1,6,6,0.00015,0.00015,0.0,2974,16.42657,4,1,3,0,0,0,0,1,0.502588,0,False,False,,0,0,1,0,1,1,1,0,0,0,1
bcfc1bc081e84f87a9ad912ccacbede9,external_boltons_math-repair-1,external_boltons_math,external,escalate_on_failure,17,completed,1,6,6,0.000329,0.000329,0.0,4475,14.712862,4,1,3,0,0,0,1,1,0.504033,0,False,False,,0,0,1,0,1,1,1,0,0,0,1
bf3d0fe898ac434ebc3e988b3d88986d,edit_distance-repair-2,edit_distance,test,adaptive,17,completed,0,5,6,0.000125,0.000125,0.0,1424,13.958901,4,1,3,0,0,0,0,1,0.402096,0,False,True,missed_failure,1,0,1,0,1,1,1,1,0,0,0
c01417ad0bc64b02aa09289c6a4c14b0,edit_distance-repair-3,edit_distance,test,cheap_only,17,completed,1,6,6,0.000116,0.000116,0.0,1517,5.969781,4,1,3,0,0,0,1,1,0.452925,0,False,False,,0,0,1,0,1,1,1,0,0,0,1
c1cbfd8efc4e45b3a1ca341cf18a69ab,graph_dependencies-repair-2,graph_dependencies,test,supervised_cost,17,completed,1,5,5,8.3e-05,8.3e-05,0.0,1175,9.500357,4,1,3,0,0,0,0,1,0.452444,0,False,False,,1,1,1,1,0,1,1,1,0,0,0
c21c8d03f27e419e983fc5053bd78c5f,interpolation-repair-1,interpolation,test,strong_only,17,completed,1,5,5,0.00016,0.00016,0.0,1529,22.741347,4,1,3,0,0,0,1,1,0.459125,0,False,False,,0,0,1,0,1,1,1,0,0,0,1
c697c9ddc7244b3aac00f0271ea710a5,expression_engine-repair-1,expression_engine,test,cheap_only,17,completed,1,6,6,7.4e-05,7.4e-05,0.0,1184,6.096541,4,1,3,0,0,0,1,1,0.50628,0,False,False,,0,0,1,0,1,1,1,0,0,0,1
c6c50b7149df4bb59d47541b45e3c3fd,tabular_join-repair-2,tabular_join,test,escalate_on_failure,17,completed,1,4,4,0.000103,0.000103,0.0,1386,6.725587,4,1,3,0,0,0,1,1,0.554491,0,False,False,,0,0,1,0,1,1,1,0,0,0,1
ca9bdffb745a4e23bf89b74749eb179e,tabular_join-repair-1,tabular_join,test,strong_only,17,completed,1,4,4,0.00136,0.000132,0.0012280000000000001,,56.041917,4,2,4,1,0,0,0,1,0.451482,0,False,False,,0,0,1,0,1,1,2,0,0,1,1
ce54c507d3f947eeaffe21848bed4630,graph_dependencies-repair-2,graph_dependencies,test,cheap_only,17,completed,1,5,5,8.6e-05,8.6e-05,0.0,1299,5.911919,4,1,3,0,0,0,1,1,0.452238,0,False,False,,0,0,1,0,1,1,1,0,0,0,1
d12783da92f64789a3d5f131032ad423,external_boltons_math-repair-3,external_boltons_math,external,supervised_cost,17,completed,1,6,6,0.000465,0.000465,0.0,6953,44.157854,5,2,4,0,0,0,0,1,0.505049,0,False,False,,2,1,1,1,0,1,2,2,0,0,0
d27ab7139f114c3f8c15ff41ae5bfeca,graph_dependencies-repair-3,graph_dependencies,test,static_router,17,completed,1,5,5,8e-05,8e-05,0.0,1250,5.780052,4,1,3,0,0,0,1,1,0.606159,0,False,False,,0,0,1,0,1,1,1,0,0,0,1
d434fe196c3c442cafd56b5d8d89a149,binary_protocol-repair-3,binary_protocol,validation,supervised_cost,17,completed,1,5,5,0.000116,0.000116,0.0,1326,13.959672,4,1,3,0,0,0,1,1,0.402833,0,False,False,,1,1,1,1,0,1,1,1,0,0,0
d5c2909de08d44e49e342340ecd97b72,binary_protocol-repair-1,binary_protocol,validation,adaptive,17,completed,1,5,5,0.000113,0.000113,0.0,1309,20.886843,4,1,3,0,0,0,0,1,0.451985,0,False,False,,1,0,1,0,1,1,1,1,0,0,0
d610bd6c687649329c8c97e2baf667bb,binary_protocol-repair-2,binary_protocol,validation,escalate_on_failure,17,completed,1,5,5,0.00011,0.00011,0.0,1447,6.75646,4,1,3,0,0,0,1,1,0.501949,0,False,False,,0,0,1,0,1,1,1,0,0,0,1
